,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
TCGA-13-1408-01,1.0,1.4265013e-22,1.0,0.0,1.0,0.0,1.0,1.2667474e-33,1.0,6.314908e-07,3.481172e-09,1.0,1.0,0.0,7.1412354e-10,1.0,1.694969e-22,1.0,0.0,1.4951857e-26,0.0,0.0,1.0,1.0,0.0,5.809664e-20,1.4854232e-35,0.0,1.0,1.0,0.061283328,0.0,1.0,1.0,1.0,3.834268e-12,1.0,0.0,0.0,2.0359801e-19,1.5240386e-15,0.0,1.0,2.8998552e-06,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.99993217,0.0,1.0,4.976379e-29,1.0,1.0,0.0,1.0,9.549229e-07,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8757533e-26,1.0,0.0,1.1935424e-15,1.0,2.7660147e-13,1.0,1.0,0.0,1.0,2.8902114e-36,0.997891,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9502396,1.3672343e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84848934,0.0,1.0,0.99385494,1.0,1.0,1.0,8.255151e-20,1.0,1.0,6.6713513e-13,1.0,1.0,1.0,9.675473e-19,1.0,0.0,1.4376465e-21,1.0,1.0
TCGA-13-1410-01,1.0,5.3465165e-22,1.0,0.0,1.0,0.0,1.0,1.316926e-35,1.0,8.547534e-12,9.119327e-07,1.0,1.0,0.0,3.0471564e-10,1.0,7.173382e-18,1.0,0.0,1.1326068e-25,0.0,0.0,1.0,1.0,0.0,1.0430842e-17,3.0590863e-34,0.0,1.0,1.0,0.6403086,0.0,1.0,1.0,1.0,5.0037474e-12,1.0,0.0,0.0,8.860561e-15,5.075252e-19,0.0,1.0,0.0013452958,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9999435,0.0,1.0,5.2566906e-27,1.0,1.0,0.0,1.0,1.0942911e-08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8824979e-21,1.0,0.0,1.1653497e-18,1.0,3.2639374e-14,1.0,1.0,0.0,1.0,1.3022901e-33,0.9999968,1.0082553e-36,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.007469211,1.9183425e-17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99998355,0.0,1.0,0.9999994,1.0,1.0,1.0,7.438245e-20,1.0,1.0,8.037517e-07,1.0,1.0,1.0,7.129092e-15,1.0,0.0,7.402583e-19,1.0,1.0
TCGA-13-1411-01,1.0,3.537226e-32,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9999999,3.2169638e-15,1.0,1.0,0.0,1.5884546e-10,1.0,0.0,1.0,0.0,7.45756e-29,0.0,0.0,1.0,1.0,0.0,2.369344e-31,0.0,0.0,1.0,1.0,6.0766445e-07,0.0,1.0,1.0,1.0,1.5102574e-13,1.0,0.0,0.0,0.0,1.2840121e-09,0.0,9.883037e-05,1.2130062e-19,1.0,1.0,0.056921996,0.0,1.0,1.0,0.0,1.0,0.96822023,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.4854023,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.2604333e-10,1.0,1.7448714e-11,1.0,1.0,0.0,1.0,0.0,2.867744e-08,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.841796e-14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8720526e-15,0.0,1.0,3.3011846e-05,1.0,1.0,1.0,6.6953647e-25,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.6480737e-35,1.0,1.0
TCGA-13-1412-01,1.0,2.819429e-13,1.0,0.0,1.0,0.0,1.0,1.1789893e-30,1.0,2.8924468e-16,0.10866183,1.0,1.0,6.7655434e-37,2.2882635e-11,0.9997322,1.0919072e-05,1.0,0.0,3.4463357e-24,0.0,1.856783e-33,1.0,1.0,0.0,5.1449317e-11,8.442729e-28,0.0,1.0,1.0,0.9865205,0.0,1.0,1.0,1.0,1.7833698e-11,1.0,0.0,0.0,0.9996159,4.6452605e-21,0.0,1.0,0.99987674,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9998735,0.0,1.0,1.1710404e-18,1.0,1.0,2.5586124e-29,1.0,1.1535617e-12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.999985e-08,1.0,0.0,2.641959e-20,1.0,2.707953e-15,1.0,1.0,0.0,1.0,5.098408e-24,1.0,1.6233229e-28,0.0,0.99999833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1551843e-31,1.0,1.894143e-09,4.4748856e-17,1.0,0.99999774,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.262561e-16,1.0,1.0,1.0,1.0,1.0,1.0,0.02771675,1.0,0.0,1.6771824e-10,1.0,1.0
TCGA-24-1413-01,1.0,7.5371343e-19,1.0,0.0,1.0,0.0,1.0,8.523182e-34,1.0,6.8076994e-12,5.2417063e-06,1.0,1.0,0.0,2.0422152e-11,1.0,3.6305217e-13,1.0,0.0,2.1900968e-25,0.0,0.0,1.0,1.0,0.0,2.020487e-15,4.3040135e-32,0.0,1.0,1.0,0.9018652,0.0,1.0,1.0,1.0,6.7378e-12,1.0,0.0,0.0,2.343299e-09,1.0669321e-18,0.0,1.0,0.31219465,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9999757,0.0,1.0,7.5145785e-24,1.0,1.0,5.8687747e-37,1.0,2.0777068e-10,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0845754e-18,1.0,0.0,6.3052066e-18,1.0,1.8333457e-14,1.0,1.0,0.0,1.0,2.7073743e-30,1.0,8.2711944e-35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.2630276e-05,4.555755e-16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999976,0.0,1.0,0.99999917,1.0,1.0,1.0,3.2722589e-18,1.0,1.0,0.2350547,1.0,1.0,1.0,1.8929719e-10,1.0,0.0,3.5399545e-16,1.0,1.0
TCGA-25-1313-01,1.0,1.9924579e-23,1.0,0.0,1.0,0.0,1.0,1.2675581e-35,1.0,0.0019082405,1.1605527e-09,1.0,1.0,1.7328678e-38,8.1092556e-11,1.0,5.331028e-26,1.0,0.0,2.8088497e-24,0.0,0.0,1.0,1.0,0.0,6.288424e-23,1.1042736e-34,0.0,1.0,1.0,0.0033090396,0.0,1.0,1.0,1.0,1.9187464e-12,1.0,0.0,0.0,3.2097617e-19,2.0970266e-15,0.0,0.99999475,1.1799411e-11,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9999989,0.99939466,0.0,1.0,2.4911104e-35,1.0,1.0,0.0,1.0,4.356543e-09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.249265e-31,1.0,0.0,4.8669597e-16,1.0,6.588863e-13,1.0,1.0,0.0,1.0,0.0,0.99979526,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9961177,1.929927e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81690454,0.0,1.0,0.9995246,1.0,1.0,1.0,3.820056e-19,1.0,1.0,6.291422e-16,1.0,1.0,1.0,3.5199104e-20,1.0,0.0,3.6706809e-22,1.0,1.0
TCGA-25-1314-01,1.0,1.0370834e-13,1.0,0.0,1.0,0.0,1.0,1.8505055e-31,1.0,1.7048641e-15,0.4395747,1.0,1.0,4.475047e-36,5.153117e-13,0.9924581,2.3314208e-06,1.0,0.0,6.757628e-21,0.0,1.6494909e-35,1.0,1.0,0.0,3.0556243e-14,1.3807716e-24,0.0,1.0,1.0,0.9778821,0.0,1.0,1.0,1.0,8.726183e-12,1.0,0.0,0.0,0.9999993,3.0360035e-23,0.0,1.0,0.46780562,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9968657,0.0,1.0,6.058715e-24,1.0,1.0,2.5999307e-33,1.0,8.6117633e-16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.62972e-12,1.0,0.0,2.7831694e-22,1.0,3.5282964e-14,1.0,1.0,0.0,1.0,8.418311e-30,1.0,5.111866e-31,0.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9681286e-28,1.0,7.551602e-10,1.077124e-16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4383236e-14,1.0,1.0,1.0,1.0,1.0,1.0,0.9593356,1.0,0.0,8.677615e-09,1.0,1.0
TCGA-25-1315-01,1.0,3.6198105e-17,1.0,0.0,1.0,0.0,1.0,9.3217565e-34,1.0,2.3018718e-12,0.0005207766,1.0,1.0,4.310102e-35,6.110191e-14,1.0,4.997819e-14,1.0,0.0,1.341411e-19,0.0,0.0,1.0,1.0,0.0,1.4873243e-18,1.6538538e-24,0.0,1.0,1.0,0.42463756,0.0,1.0,1.0,1.0,1.6899322e-12,1.0,0.0,0.0,0.258064,4.7255974e-22,0.0,1.0,7.644837e-08,1.0,1.0,1.0,0.0,1.0,1.0,2.3027033e-37,1.0,1.0,0.98386556,0.0,1.0,1.629387e-32,1.0,1.0,0.0,1.0,4.3127588e-16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3745415e-20,1.0,0.0,3.242446e-20,1.0,3.4722987e-13,1.0,1.0,0.0,1.0,0.0,1.0,2.0025017e-37,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2666918e-29,1.0,9.334251e-07,1.2681611e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4894331e-15,1.0,1.0,0.9976739,1.0,1.0,1.0,5.4134507e-06,1.0,0.0,4.562878e-12,1.0,1.0
TCGA-25-1316-01,1.0,4.2915468e-20,1.0,0.0,1.0,0.0,1.0,1.3752391e-35,1.0,9.844628e-08,5.892196e-07,1.0,1.0,1.2551866e-36,2.8201024e-12,1.0,6.0000133e-18,1.0,0.0,8.610878e-23,0.0,0.0,1.0,1.0,0.0,1.5932932e-19,3.7723072e-29,0.0,1.0,1.0,0.07952194,0.0,1.0,1.0,1.0,1.0250627e-11,1.0,0.0,0.0,5.203578e-09,1.4965612e-18,0.0,1.0,2.8275464e-08,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.99779105,0.0,1.0,1.807568e-33,1.0,1.0,0.0,1.0,1.3834268e-12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7253806e-25,1.0,0.0,1.6849929e-18,1.0,1.1956996e-12,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.78075e-36,1.0,0.022663875,5.25586e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999917,0.0,1.0,1.0,1.0,1.0,1.0,1.1053753e-16,1.0,1.0,5.0315015e-05,1.0,1.0,1.0,3.559678e-12,1.0,0.0,9.310359e-17,1.0,1.0
TCGA-25-1318-01,1.0,1.7012032e-19,1.0,0.0,1.0,0.0,1.0,6.5906276e-34,1.0,1.4753803e-08,2.776305e-06,1.0,1.0,1.48915015e-36,1.8047116e-11,1.0,1.580781e-17,1.0,0.0,4.9179507e-22,0.0,0.0,1.0,1.0,0.0,5.828691e-19,4.1823865e-29,0.0,1.0,1.0,0.03778965,0.0,1.0,1.0,1.0,1.3656915e-11,1.0,0.0,0.0,8.987942e-09,1.0785948e-18,0.0,1.0,5.6584078e-08,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9914771,0.0,1.0,2.5371967e-32,1.0,1.0,0.0,1.0,8.171654e-12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2571994e-23,1.0,0.0,1.6265359e-18,1.0,1.5952206e-12,1.0,1.0,0.0,1.0,2.157955e-38,1.0,2.7502287e-38,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.911917e-36,1.0,0.006634878,4.4140416e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9999999,1.0,1.0,1.0,2.2625092e-16,1.0,1.0,1.6473994e-05,1.0,1.0,1.0,2.4248056e-12,1.0,0.0,2.4468969e-16,1.0,1.0
TCGA-25-1320-01,1.0,1.0040549e-24,1.0,0.0,1.0,0.0,1.0,2.7558909e-37,1.0,0.003511994,5.7179106e-10,1.0,1.0,0.0,1.232882e-11,1.0,1.75489e-27,1.0,0.0,1.5087268e-23,0.0,0.0,1.0,1.0,0.0,6.8868494e-25,1.44149265e-33,0.0,1.0,1.0,0.00021152684,0.0,1.0,1.0,1.0,8.69458e-13,1.0,0.0,0.0,4.6248036e-21,4.9583154e-16,0.0,0.99978393,1.6457813e-14,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9999968,0.9947745,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.4964597e-09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.905232e-34,1.0,0.0,2.2157624e-16,1.0,3.0111649e-12,1.0,1.0,0.0,1.0,0.0,0.9996124,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9998217,3.2706166e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.349411,0.0,1.0,0.9999124,1.0,1.0,1.0,6.8427456e-19,1.0,1.0,3.927814e-17,1.0,1.0,1.0,9.733944e-23,1.0,0.0,7.764338e-23,1.0,1.0
TCGA-25-1321-01,1.0,9.742372e-24,1.0,0.0,1.0,0.0,1.0,7.334377e-38,1.0,0.0066681127,1.4357883e-10,1.0,1.0,0.0,7.794934e-12,1.0,4.594421e-27,1.0,0.0,2.8898556e-23,0.0,0.0,1.0,1.0,0.0,1.0265527e-24,2.669791e-34,0.0,1.0,1.0,0.0002980468,0.0,1.0,1.0,1.0,2.7664736e-13,1.0,0.0,0.0,4.946385e-20,1.505593e-16,0.0,0.99989974,1.06517395e-13,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.99999654,0.99874085,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.945087e-09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2789499e-32,1.0,0.0,1.3623916e-16,1.0,8.9324495e-13,1.0,1.0,0.0,1.0,0.0,0.9999443,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.99986804,5.1477554e-16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.042983133,0.0,1.0,0.99965227,1.0,1.0,1.0,5.26556e-20,1.0,1.0,1.8181972e-18,1.0,1.0,1.0,2.22368e-23,1.0,0.0,6.858856e-23,1.0,1.0
TCGA-25-1323-01,1.0,3.738242e-29,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.049046516,8.171385e-13,1.0,1.0,0.0,4.9360686e-11,1.0,3.927735e-34,1.0,0.0,1.04425385e-26,0.0,0.0,1.0,1.0,0.0,4.8783262e-27,0.0,0.0,1.0,1.0,0.0005635408,0.0,1.0,1.0,1.0,2.418999e-12,1.0,0.0,0.0,5.721913e-33,2.2854e-13,0.0,0.9999536,3.5156386e-15,1.0,1.0,0.99998987,0.0,1.0,1.0,0.0,1.0,0.99999976,0.99999607,0.0,1.0,2.5281953e-37,1.0,1.0,0.0,1.0,7.46893e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2137079e-37,1.0,0.0,1.1349346e-12,1.0,4.329301e-12,1.0,1.0,0.0,1.0,0.0,0.0026544842,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.99999976,4.3886873e-16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.145726e-07,0.0,1.0,0.99872655,1.0,1.0,1.0,5.366661e-23,1.0,1.0,2.2024156e-22,1.0,1.0,1.0,3.1726186e-28,1.0,0.0,1.3857184e-28,1.0,1.0
TCGA-13-1477-01,1.0,1.2676622e-16,1.0,0.0,1.0,0.0,1.0,1.7834255e-32,1.0,6.572133e-09,0.00016921347,1.0,1.0,3.8608142e-33,2.5770537e-13,1.0,4.020902e-15,1.0,0.0,4.117895e-19,0.0,0.0,1.0,1.0,0.0,7.3668633e-19,1.5579844e-24,0.0,1.0,1.0,0.1393003,0.0,1.0,1.0,1.0,2.4711372e-11,1.0,0.0,0.0,0.7442826,6.5926073e-21,0.0,1.0,2.8121951e-09,1.0,1.0,1.0,0.0,1.0,1.0,7.0310886e-35,1.0,0.99999964,0.9104028,0.0,1.0,6.249839e-34,1.0,1.0,0.0,1.0,5.125029e-15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2235543e-22,1.0,0.0,2.1636137e-19,1.0,1.0083219e-11,1.0,1.0,0.0,1.0,0.0,1.0,2.1870788e-36,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.762587e-30,1.0,5.398745e-05,1.0721238e-14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.9152163e-14,1.0,1.0,0.07646578,1.0,1.0,1.0,8.013188e-08,1.0,0.0,8.05952e-13,1.0,1.0
TCGA-13-1481-01,1.0,6.4143228e-27,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.519895e-11,1.0,1.0,1.0895366e-34,1.5796048e-14,1.0,0.0,1.0,0.0,1.2860928e-17,0.0,0.0,1.0,1.0,0.0,5.1607044e-34,5.181879e-31,0.0,1.0,1.0,9.676051e-10,0.0,1.0,1.0,1.0,1.2070623e-13,1.0,0.0,0.0,2.9877447e-26,8.537842e-15,0.0,2.1323317e-10,1.64976e-29,1.0,1.0,0.9999392,0.0,1.0,1.0,8.007338e-34,1.0,0.015423162,0.3458976,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.630164e-12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.4069929e-15,1.0,1.9227975e-09,1.0,1.0,0.0,1.0,0.0,0.9998871,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5368395e-14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3121787e-06,0.0,1.0,0.99361295,1.0,1.0,1.0,8.729098e-19,1.0,1.0,1.2994938e-29,1.0,1.0,1.0,3.1559032e-34,1.0,0.0,8.03402e-26,1.0,1.0
TCGA-13-1482-01,1.0,4.052432e-18,1.0,0.0,1.0,0.0,1.0,3.1858417e-33,1.0,5.7313105e-09,5.4282325e-05,1.0,1.0,5.1204653e-34,5.027391e-14,1.0,8.8125465e-18,1.0,0.0,2.177276e-18,0.0,0.0,1.0,1.0,0.0,1.694156e-20,1.8237697e-24,0.0,1.0,1.0,0.018860605,0.0,1.0,1.0,1.0,1.2193409e-12,1.0,0.0,0.0,0.00037917125,5.8101045e-21,0.0,0.9999999,1.1500868e-11,1.0,1.0,1.0,0.0,1.0,1.0,1.4411237e-34,1.0,0.99999654,0.51694363,0.0,1.0,1.3413174e-36,1.0,1.0,0.0,1.0,1.6232904e-15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3257863e-25,1.0,0.0,8.0253755e-20,1.0,1.1979374e-11,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7600632e-31,1.0,5.0209474e-05,1.3211139e-14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8.863503e-15,1.0,1.0,0.0017719091,1.0,1.0,1.0,3.9581957e-10,1.0,0.0,9.778091e-14,1.0,1.0
TCGA-13-1483-01,1.0,1.01179956e-22,1.0,0.0,1.0,0.0,1.0,1.374788e-35,1.0,0.00018169975,2.6442777e-09,1.0,1.0,4.1417388e-38,9.190915e-12,1.0,2.132406e-24,1.0,0.0,1.2763433e-23,0.0,0.0,1.0,1.0,0.0,1.5570057e-22,4.385737e-33,0.0,1.0,1.0,0.008947311,0.0,1.0,1.0,1.0,9.462647e-12,1.0,0.0,0.0,6.594055e-17,1.0993204e-15,0.0,0.99997497,3.8968724e-11,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9999999,0.9927983,0.0,1.0,2.2112996e-35,1.0,1.0,0.0,1.0,1.0206175e-09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8196094e-29,1.0,0.0,9.997558e-16,1.0,3.1504775e-12,1.0,1.0,0.0,1.0,0.0,0.99994326,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98648363,3.2215564e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98854905,0.0,1.0,0.9999896,1.0,1.0,1.0,1.0888141e-18,1.0,1.0,5.3939167e-12,1.0,1.0,1.0,2.8529937e-18,1.0,0.0,6.1340487e-21,1.0,1.0
TCGA-13-1484-01,1.0,9.6431835e-21,1.0,0.0,1.0,0.0,1.0,4.6361256e-36,1.0,0.81928456,6.0871713e-07,1.0,1.0,4.729018e-32,1.9390702e-15,1.0,2.4051451e-28,1.0,0.0,1.8757603e-13,0.0,0.0,1.0,1.0,0.0,1.0898522e-27,3.386997e-23,0.0,1.0,1.0,1.6761885e-06,0.0,1.0,1.0,1.0,5.328732e-14,1.0,0.0,0.0,1.2962152e-08,3.7620494e-20,0.0,0.00037237597,1.5252431e-22,1.0,1.0,1.0,0.0,1.0,1.0,7.901001e-31,1.0,0.2200837,0.07412933,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.8410777e-16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.88575e-36,1.0,0.0,1.8794586e-18,1.0,2.04633e-10,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.334429e-32,1.0,0.8345089,1.9554987e-14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999665,0.0,1.0,0.99999976,1.0,1.0,1.0,5.601775e-15,1.0,1.0,3.616055e-14,1.0,1.0,1.0,1.0024046e-18,1.0,0.0,2.1474023e-16,1.0,1.0
TCGA-13-1485-01,1.0,6.94505e-17,1.0,0.0,1.0,0.0,1.0,3.69519e-33,1.0,3.1592027e-12,0.00019873997,1.0,1.0,4.3314925e-37,1.2816326e-11,0.9999999,2.2364374e-11,1.0,0.0,4.824483e-23,0.0,0.0,1.0,1.0,0.0,1.591462e-15,5.0271704e-29,0.0,1.0,1.0,0.80128336,0.0,1.0,1.0,1.0,2.4678306e-11,1.0,0.0,0.0,0.0041324743,4.9426313e-20,0.0,1.0,0.028847378,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9989568,0.0,1.0,4.7091406e-26,1.0,1.0,2.7308494e-36,1.0,2.743245e-12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6617108e-16,1.0,0.0,2.856771e-19,1.0,9.851229e-14,1.0,1.0,0.0,1.0,2.9772474e-31,1.0,5.827135e-34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2587366e-34,1.0,2.7366168e-06,2.0594017e-16,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.724474e-16,1.0,1.0,0.99634606,1.0,1.0,1.0,8.1940414e-07,1.0,0.0,1.8135607e-13,1.0,1.0
TCGA-13-1487-01,1.0,4.91139e-29,1.0,0.0,1.0,0.0,1.0,1.6281023e-38,1.0,0.9997054,3.6299883e-13,1.0,1.0,0.0,1.6547262e-11,1.0,3.4388684e-36,1.0,0.0,1.9273559e-26,0.0,0.0,1.0,1.0,0.0,4.517548e-29,0.0,0.0,1.0,1.0,9.32047e-06,0.0,1.0,1.0,1.0,4.9787428e-14,1.0,0.0,0.0,7.037129e-34,1.1680926e-12,0.0,0.04216535,5.7170907e-18,1.0,1.0,0.99978,0.0,1.0,1.0,0.0,1.0,0.9975854,0.9999664,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.9830956e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.1693463e-13,1.0,1.5381461e-12,1.0,1.0,0.0,1.0,0.0,0.0015762631,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.2523772e-15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.2350116e-09,0.0,1.0,0.0927205,1.0,1.0,1.0,2.935388e-22,1.0,1.0,9.0202066e-29,1.0,1.0,1.0,7.3545157e-32,1.0,0.0,2.6402947e-29,1.0,1.0
TCGA-13-1488-01,1.0,1.7609853e-20,1.0,0.0,1.0,0.0,1.0,1.5315888e-34,1.0,0.024162035,1.019142e-07,1.0,1.0,2.2634649e-33,3.710021e-14,1.0,4.776208e-25,1.0,0.0,6.0615994e-18,0.0,0.0,1.0,1.0,0.0,5.1570677e-25,3.8827463e-26,0.0,1.0,1.0,8.6693704e-05,0.0,1.0,1.0,1.0,1.535598e-13,1.0,0.0,0.0,3.054465e-10,5.5007577e-18,0.0,0.8358349,2.7531868e-17,1.0,1.0,1.0,0.0,1.0,1.0,1.9057814e-33,1.0,0.9958098,0.43067622,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.5249818e-14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2845192e-32,1.0,0.0,6.482165e-19,1.0,9.517662e-11,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.477647e-34,1.0,0.5226368,1.7205748e-14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999995,0.0,1.0,0.9999963,1.0,1.0,1.0,1.4053392e-15,1.0,1.0,1.7845291e-12,1.0,1.0,1.0,1.4594982e-17,1.0,0.0,1.4074898e-16,1.0,1.0
